Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2016,Hazardous Substance Superfund,Enforcement,Environmental Justice,609.1,,609,,581,28
2016,Hazardous Substance Superfund,Enforcement,Forensics Support,2291.2,,1124,,1083,41
2016,Hazardous Substance Superfund,Enforcement,Superfund: Enforcement,161712.6,,156539,,150257,6282
2016,Hazardous Substance Superfund,Enforcement,Superfund: Federal Facilities Enforcement,7536.8,,7348,,7211,137
2016,Hazardous Substance Superfund,Enforcement,"Subtotal, Enforcement",179580.1,,173263,,166375,6888
2016,Hazardous Substance Superfund,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",35513.6,,32654,,35265,2611
2016,Hazardous Substance Superfund,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,1057.1,,1113,,1097,16
2016,Hazardous Substance Superfund,Homeland Security,"Subtotal, Homeland Security",36570.7,,33767,,36362,2595
2016,Hazardous Substance Superfund,Information Exchange / Outreach,Exchange Network,1383,,1366,,1328,38
2016,Hazardous Substance Superfund,IT / Data Management / Security,Information Security,705.1,,704,,683,21
2016,Hazardous Substance Superfund,IT / Data Management / Security,IT / Data Management,15129.1,,14938,,13802,1136
2016,Hazardous Substance Superfund,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",15834.2,,15642,,14485,1157
2016,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,888,,774,,750,24
2016,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,506.3,,467,,503,36
2016,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",1394.3,,1241,,1253,12
2016,Hazardous Substance Superfund,Operations and Administration,"Central Planning, Budgeting, and Finance",21723.1,,24277,,22352,1925
2016,Hazardous Substance Superfund,Operations and Administration,Facilities Infrastructure and Operations,70445.1,,78160,,75055,3105
2016,Hazardous Substance Superfund,Operations and Administration,Acquisition Management,23499.7,,23923,,21989,1934
2016,Hazardous Substance Superfund,Operations and Administration,Human Resources Management,6590.7,,7953,,5984,1969
2016,Hazardous Substance Superfund,Operations and Administration,Financial Assistance Grants / IAG Management,3221.4,,3027,,2725,302
2016,Hazardous Substance Superfund,Operations and Administration,"Subtotal, Operations and Administration",125480,,137340,,128105,9235
2016,Hazardous Substance Superfund,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,14450.2,,12220,,14032,1812
2016,Hazardous Substance Superfund,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,3113.9,,2831,,2843,12
2016,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Emergency Response and Removal,190290.6,,190732,,181306,9426
2016,Hazardous Substance Superfund,Superfund Cleanup,Superfund: EPA Emergency Preparedness,7710.2,,7843,,7636,207
2016,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Federal Facilities,23610.5,,26265,,21125,5140
2016,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Remedial,555236.7,,539618,,501000,38618
2016,Hazardous Substance Superfund,Superfund Cleanup,"Subtotal, Superfund Cleanup",776848,,764458,,711067,53391
2016,Hazardous Substance Superfund,,"Total, Hazardous Substance Superfund",1167097.3,,1153834,,1088769,65065
2016,Leaking Underground Storage Tanks,Enforcement,Civil Enforcement,642.4,,627,,620,7
2016,Leaking Underground Storage Tanks,Operations and Administration,"Central Planning, Budgeting, and Finance",677,,440,,421,19
2016,Leaking Underground Storage Tanks,Operations and Administration,Facilities Infrastructure and Operations,797.4,,1103,,792,311
2016,Leaking Underground Storage Tanks,Operations and Administration,Acquisition Management,147.4,,138,,139,1
2016,Leaking Underground Storage Tanks,Operations and Administration,"Subtotal, Operations and Administration",1621.8,,1681,,1352,329
2016,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST / UST,10031.9,,9409,,9240,169
2016,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Cooperative Agreements,56874.7,,54402,,55040,638
2016,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Prevention,26175.3,,28859,,25369,3490
2016,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),"Subtotal, Underground Storage Tanks (LUST / UST)",93081.9,,92670,,89649,3021
2016,Leaking Underground Storage Tanks,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,327.7,,348,,320,28
2016,Leaking Underground Storage Tanks,,"Total, Leaking Underground Storage Tanks",95673.8,,95326,,91941,3385
2016,Inland Oil Spill Programs,Compliance,Compliance Monitoring,143.9,,155,,139,16
2016,Inland Oil Spill Programs,Enforcement,Civil Enforcement,2396.9,,2424,,2413,11
2016,Inland Oil Spill Programs,Oil,"Oil Spill: Prevention, Preparedness and Response",13620.3,,18524,,14409,4115
2016,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations,456.9,,1762,,584,1178
2016,Inland Oil Spill Programs,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,285.1,,513,,664,151
2016,Inland Oil Spill Programs,,"Total, Inland Oil Spill Programs",16903.1,,23378,,18209,5169
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Alaska Native Villages,10070.9,,10000,,10000,0
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Brownfields Projects,97731.5,,110000,,80000,30000
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Clean Water SRF,1547252.7,,1116000,,1448887,332887
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Drinking Water SRF,892647.9,,1186000,,906896,279104
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Mexico Border,5000,,5000,,5000,0
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Diesel Emissions Reduction Grant Program,20674.3,,10000,,30000,20000
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Targeted Airshed Grants,0,,0,,10000,10000
2016,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),"Subtotal, State and Tribal Assistance Grants (STAG)",2573377.3,,2437000,,2490783,53783
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Nonpoint Source (Sec. 319),155708.1,,164915,,159252,5663
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Public Water System Supervision (PWSS),102692.9,,109700,,101963,7737
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: State and Local Air Quality Management,229785.7,,268229,,228219,40010
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Radon,8602.9,,0,,8051,8051
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106),,,,,,
2016,State and Tribal Assistance Grants,Categorical Grants,Monitoring Grants,18270.3,,18500,,17848,652
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) (other activities),215338.3,,230664,,212958,17706
2016,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grant: Pollution Control (Sec. 106)",233608.6,,249164,,230806,18358
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Wetlands Program Development,12290.5,,19661,,14661,5000
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Injection Control (UIC),10470.6,,10506,,10506,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Program Implementation,13665.6,,13201,,12701,500
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Lead,13878.6,,14049,,14049,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Hazardous Waste Financial Assistance,98153.1,,99693,,99693,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Enforcement,18386.6,,18050,,18050,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Prevention,4853.4,,4765,,4765,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Toxics Substances Compliance,4951.7,,4919,,4919,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal General Assistance Program,68241.1,,96375,,65476,30899
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Storage Tanks,1535.9,,1498,,1498,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal Air Quality Management,12442.3,,12829,,12829,0
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Environmental Information,12453,,25346,,9646,15700
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Beaches Protection,9628.6,,0,,9549,9549
2016,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Brownfields,47622.6,,49500,,47745,1755
2016,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grants",1058971.8,,1162400,,1054378,108022
2016,State and Tribal Assistance Grants,Congressional Priorities,Congressionally Mandated Projects,9922.4,,0,,0,0
2016,State and Tribal Assistance Grants,Congressional Priorities,"Subtotal, Congressional Priorities",9922.4,,0,,0,0
2016,State and Tribal Assistance Grants,,"Total, State and Tribal Assistance Grants",3642271.5,,3599400,,3545161,54239
2016,Hazardous Waste Electronic Manifest System Fund,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,2626.5,,7368,,3674,3694
2016,Hazardous Waste Electronic Manifest System Fund,,"Total, Hazardous Waste Electronic Manifest System Fund",2626.5,,7368,,3674,3694
2016,,,Rescission of Prior Year Funds,0,,0,,40000,40000
2016,,,Hurricane Sandy Supplemental,570086.7,,0,,0,0
2016,,,"TOTAL, EPA",8909296.4,,8591718,,8139887,451831
2015,Science & Technology,2015 Total,"Total, Science & Technology",743791,,763772,,759156,4616
2015,Environmental Program & Management,2015 Total,"Total, Environmental Program & Management",2511406,,2737156,,2624149,113007
2015,Inspector General,2015 Total,"Total, Inspector General",39740,,46130,,41849,4281
2015,Building and Facilities,2015 Total,"Total, Building and Facilities",34467,,53507,,34467,19040
2015,Inland Oil Spill Programs,2015 Total,"Total, Inland Oil Spill Programs",17291,,24133,,18209,5924
2015,Hazardous Substance Superfund,2015 Total,"Total, Hazardous Substance Superfund",1113268,,1156603,,1088769,67834
2015,Leaking Underground Storage Tanks,2015 Total,"Total, Leaking Underground Storage Tanks",98695,,97922,,94566,3356
2015,State and Tribal Assistance Grants,2015 Total,"Total, State and Tribal Assistance Grants",3392446,,3005374,,3535161,529787
2015,Hazardous Waste Electronic Manifest System Fund,2015 Total,"Total, Hazardous Waste Electronic Manifest System Fund",0,,10423,,3674,6749
2015,,,Rescission of Prior Year Funds,50000,,5000,,0,5000
2015,,,"TOTAL, EPA",7901104,,7890020,,8200000,309980
2014,Science & Technology,Clean Air,Clean Air Allowance Trading Programs,10189.4,9183,9594,,9082,512
2014,Science & Technology,Clean Air,Climate Protection Program,14063.3,16445,8313,,16319,8006
2014,Science & Technology,Clean Air,Federal Support for Air Quality Management,6964.6,7137,7690,,7091,
2014,Science & Technology,Clean Air,Federal Support for Air Toxics Program,218,0,0,,0,0
2014,Science & Technology,Clean Air,Federal Vehicle and Fuels Standards and Certification,88102.3,92398,100374,,91886,
2014,Science & Technology,Clean Air,"Subtotal, Clean Air",119537.6,125163,125971,,124378,1593
2014,Science & Technology,Indoor Air and Radiation,Indoor Air: Radon Program,254.3,210,0,,210,210
2014,Science & Technology,Indoor Air and Radiation,Reduce Risks from Indoor Air,351.7,372,428,,370,58
2014,Science & Technology,Indoor Air and Radiation,Radiation: Protection,2072.6,2102,2133,,2094,39
2014,Science & Technology,Indoor Air and Radiation,Radiation: Response Preparedness,3783.5,4086,4097,,4076,21
2014,Science & Technology,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",6462.1,6770,6658,,6750,92
2014,Science & Technology,Enforcement,Forensics Support,16352.8,15302,15874,,15269,605
2014,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection,,,,,,
2014,Science & Technology,Homeland Security,Water Security Initiative,8605.3,8685,7073,,8606,1533
2014,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection (other activities),2757.8,2765,2820,,2755,65
2014,Science & Technology,Homeland Security,"Subtotal, Homeland Security: Critical Infrastructure Protection",11363.1,11450,9893,,11361,1468
